Function,Used Registers,Shared Memory,Constant Memory
_Z13gemmk1_kernelIfLi256ELi5ELb0ELb0ELb0ELb0E30cublasGemvTensorStridedBatchedIKfES2_S0_IfEfEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,22,21,1,1456,488

_Z19gemm_kernel2x1_coreIfLb0ELb0ELb0ELb1ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,40,40,0,448,428

_Z19gemm_kernel2x1_coreIfLb0ELb0ELb0ELb1ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,40,40,0,448,428

_Z19gemm_kernel2x1_coreIfLb0ELb0ELb0ELb0ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,40,40,0,448,428

_Z19gemm_kernel2x1_coreIfLb0ELb0ELb0ELb0ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,40,40,0,448,428

_Z19gemm_kernel2x1_coreIfLb1ELb0ELb0ELb1ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,39,40,-1,448,428

_Z19gemm_kernel2x1_coreIfLb1ELb0ELb0ELb1ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,39,40,-1,448,428

_Z19gemm_kernel2x1_coreIfLb1ELb0ELb0ELb0ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,38,38,0,448,428

_Z19gemm_kernel2x1_coreIfLb1ELb0ELb0ELb0ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,38,38,0,448,428

_Z19gemm_kernel1x1_coreIfLb0ELb0ELb0ELb1ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,40,40,0,448,428

_Z19gemm_kernel1x1_coreIfLb0ELb0ELb0ELb1ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,38,38,0,448,428

_Z19gemm_kernel1x1_coreIfLb0ELb0ELb0ELb0ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,39,38,1,448,428

_Z19gemm_kernel1x1_coreIfLb0ELb0ELb0ELb0ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,37,37,0,448,428

_Z19gemm_kernel1x1_coreIfLb1ELb0ELb0ELb1ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,35,38,-3,448,428

_Z19gemm_kernel1x1_coreIfLb1ELb0ELb0ELb1ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,36,37,-1,448,428

_Z19gemm_kernel1x1_coreIfLb1ELb0ELb0ELb0ELb1EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,38,36,2,448,428

_Z19gemm_kernel1x1_coreIfLb1ELb0ELb0ELb0ELb0EEvPT_PKS0_S3_iiiiiiS1_S1_S0_S0_i,36,36,0,448,428

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb1ELb1ELb1ELb1E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb1ELb1ELb1ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb1ELb1ELb0ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb1ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb1ELb0ELb1ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb1ELb0ELb0ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb0ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb0ELb0ELb1ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z20gemmk1_kernel_64addrIdLi256ELi5ELb0ELb0ELb0ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,30,0,1520,496

_Z13gemmk1_kernelIdLi256ELi5ELb1ELb1ELb1ELb1E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,28,2,1520,496

_Z13gemmk1_kernelIdLi256ELi5ELb1ELb1ELb1ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,28,2,1520,496

_Z13gemmk1_kernelIdLi256ELi5ELb1ELb1ELb0ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,28,2,1520,496

_Z13gemmk1_kernelIdLi256ELi5ELb1ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,28,2,1520,496

_Z13gemmk1_kernelIdLi256ELi5ELb1ELb0ELb1ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,28,2,1520,496

_Z13gemmk1_kernelIdLi256ELi5ELb1ELb0ELb0ELb0E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,28,2,1520,496

_Z13gemmk1_kernelIdLi256ELi5ELb0ELb0ELb1ELb1E30cublasGemvTensorStridedBatchedIKdES2_S0_IdEdEv18cublasGemmk1ParamsIT_T6_T7_T8_T9_N8biasTypeINS8_10value_typeES9_E4typeEE,30,28,2,1520,496

